run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,batch_size,activation,eps_regulariser,regulariser,dist_seed,test_seed,training_device
48,541,542,4,100000,,10,CsplineN,12,-16,256-256-256,512,relu,0,,0,542,NVIDIA A40
49,721,722,4,100000,,5,CsplineN,8,-16,128-128-128,512,relu,0,,0,722,NVIDIA A40
50,721,722,4,100000,,5,CsplineN,8,-16,256-256-256,512,relu,0,,0,722,NVIDIA A40
51,721,722,4,100000,,5,CsplineN,12,-16,128-128-128,512,relu,0,,0,722,NVIDIA A40
52,721,722,4,100000,,5,CsplineN,12,-16,256-256-256,512,relu,0,,0,722,NVIDIA A40
53,721,722,4,100000,,10,CsplineN,8,-16,128-128-128,512,relu,0,,0,722,NVIDIA A40
54,721,722,4,100000,,10,CsplineN,8,-16,256-256-256,512,relu,0,,0,722,NVIDIA A40
55,721,722,4,100000,,10,CsplineN,12,-16,128-128-128,512,relu,0,,0,722,NVIDIA A40
56,721,722,4,100000,,10,CsplineN,12,-16,256-256-256,512,relu,0,,0,722,NVIDIA A40
57,869,870,4,100000,,5,CsplineN,8,-16,128-128-128,512,relu,0,,0,870,NVIDIA A40
58,869,870,4,100000,,5,CsplineN,8,-16,256-256-256,512,relu,0,,0,870,NVIDIA A40
59,869,870,4,100000,,5,CsplineN,12,-16,128-128-128,512,relu,0,,0,870,NVIDIA A40
60,869,870,4,100000,,5,CsplineN,12,-16,256-256-256,512,relu,0,,0,870,NVIDIA A40
61,869,870,4,100000,,10,CsplineN,8,-16,128-128-128,512,relu,0,,0,870,NVIDIA A40
62,869,870,4,100000,,10,CsplineN,8,-16,256-256-256,512,relu,0,,0,870,NVIDIA A40
63,869,870,4,100000,,10,CsplineN,12,-16,128-128-128,512,relu,0,,0,870,NVIDIA A40
64,869,870,4,100000,,10,CsplineN,12,-16,256-256-256,512,relu,0,,0,870,NVIDIA A40
65,926,927,4,100000,,5,CsplineN,8,-16,128-128-128,512,relu,0,,0,927,NVIDIA A40
66,926,927,4,100000,,5,CsplineN,8,-16,256-256-256,512,relu,0,,0,927,NVIDIA A40
67,926,927,4,100000,,5,CsplineN,12,-16,128-128-128,512,relu,0,,0,927,NVIDIA A40
68,926,927,4,100000,,5,CsplineN,12,-16,256-256-256,512,relu,0,,0,927,NVIDIA A40
69,926,927,4,100000,,10,CsplineN,8,-16,128-128-128,512,relu,0,,0,927,NVIDIA A40
70,926,927,4,100000,,10,CsplineN,8,-16,256-256-256,512,relu,0,,0,927,NVIDIA A40
71,926,927,4,100000,,10,CsplineN,12,-16,128-128-128,512,relu,0,,0,927,NVIDIA A40
72,926,927,4,100000,,10,CsplineN,12,-16,256-256-256,512,relu,0,,0,927,NVIDIA A40
73,933,934,4,100000,,5,CsplineN,8,-16,128-128-128,512,relu,0,,0,934,NVIDIA A40
74,933,934,4,100000,,5,CsplineN,8,-16,256-256-256,512,relu,0,,0,934,NVIDIA A40
75,933,934,4,100000,,5,CsplineN,12,-16,128-128-128,512,relu,0,,0,934,NVIDIA A40
76,933,934,4,100000,,5,CsplineN,12,-16,256-256-256,512,relu,0,,0,934,NVIDIA A40
77,933,934,4,100000,,10,CsplineN,8,-16,128-128-128,512,relu,0,,0,934,NVIDIA A40
78,933,934,4,100000,,10,CsplineN,8,-16,256-256-256,512,relu,0,,0,934,NVIDIA A40
79,933,934,4,100000,,10,CsplineN,12,-16,128-128-128,512,relu,0,,0,934,NVIDIA A40
80,933,934,4,100000,,10,CsplineN,12,-16,256-256-256,512,relu,0,,0,934,NVIDIA A40
81,0,1,8,100000,,5,CsplineN,8,-16,128-128-128,512,relu,0,,0,1,NVIDIA A40
82,0,1,8,100000,,5,CsplineN,8,-16,256-256-256,512,relu,0,,0,1,NVIDIA A40
83,0,1,8,100000,,5,CsplineN,12,-16,128-128-128,512,relu,0,,0,1,NVIDIA A40
84,0,1,8,100000,,5,CsplineN,12,-16,256-256-256,512,relu,0,,0,1,NVIDIA A40
85,0,1,8,100000,,10,CsplineN,8,-16,128-128-128,512,relu,0,,0,1,NVIDIA A40
86,0,1,8,100000,,10,CsplineN,8,-16,256-256-256,512,relu,0,,0,1,NVIDIA A40
87,0,1,8,100000,,10,CsplineN,12,-16,128-128-128,512,relu,0,,0,1,NVIDIA A40
88,0,1,8,100000,,10,CsplineN,12,-16,256-256-256,512,relu,0,,0,1,NVIDIA A40
89,187,188,8,100000,,5,CsplineN,8,-16,128-128-128,512,relu,0,,0,188,NVIDIA A40
90,187,188,8,100000,,5,CsplineN,8,-16,256-256-256,512,relu,0,,0,188,NVIDIA A40
91,187,188,8,100000,,5,CsplineN,12,-16,128-128-128,512,relu,0,,0,188,NVIDIA A40
92,187,188,8,100000,,5,CsplineN,12,-16,256-256-256,512,relu,0,,0,188,NVIDIA A40
93,187,188,8,100000,,10,CsplineN,8,-16,128-128-128,512,relu,0,,0,188,NVIDIA A40
94,187,188,8,100000,,10,CsplineN,8,-16,256-256-256,512,relu,0,,0,188,NVIDIA A40
95,187,188,8,100000,,10,CsplineN,12,-16,128-128-128,512,relu,0,,0,188,NVIDIA A40
96,187,188,8,100000,,10,CsplineN,12,-16,256-256-256,512,relu,0,,0,188,NVIDIA A40
97,377,378,8,100000,,5,CsplineN,8,-16,128-128-128,512,relu,0,,0,378,NVIDIA A40
98,377,378,8,100000,,5,CsplineN,8,-16,256-256-256,512,relu,0,,0,378,NVIDIA A40
99,377,378,8,100000,,5,CsplineN,12,-16,128-128-128,512,relu,0,,0,378,NVIDIA A40
100,377,378,8,100000,,5,CsplineN,12,-16,256-256-256,512,relu,0,,0,378,NVIDIA A40
101,377,378,8,100000,,10,CsplineN,8,-16,128-128-128,512,relu,0,,0,378,NVIDIA A40
102,377,378,8,100000,,10,CsplineN,8,-16,256-256-256,512,relu,0,,0,378,NVIDIA A40
103,377,378,8,100000,,10,CsplineN,12,-16,128-128-128,512,relu,0,,0,378,NVIDIA A40
104,377,378,8,100000,,10,CsplineN,12,-16,256-256-256,512,relu,0,,0,378,NVIDIA A40
105,440,441,8,100000,,5,CsplineN,8,-16,128-128-128,512,relu,0,,0,441,NVIDIA A40
106,440,441,8,100000,,5,CsplineN,8,-16,256-256-256,512,relu,0,,0,441,NVIDIA A40
107,440,441,8,100000,,5,CsplineN,12,-16,128-128-128,512,relu,0,,0,441,NVIDIA A40
108,440,441,8,100000,,5,CsplineN,12,-16,256-256-256,512,relu,0,,0,441,NVIDIA A40
109,440,441,8,100000,,10,CsplineN,8,-16,128-128-128,512,relu,0,,0,441,NVIDIA A40
110,440,441,8,100000,,10,CsplineN,8,-16,256-256-256,512,relu,0,,0,441,NVIDIA A40
111,440,441,8,100000,,10,CsplineN,12,-16,128-128-128,512,relu,0,,0,441,NVIDIA A40
112,440,441,8,100000,,10,CsplineN,12,-16,256-256-256,512,relu,0,,0,441,NVIDIA A40
113,520,521,8,100000,,5,CsplineN,8,-16,128-128-128,512,relu,0,,0,521,NVIDIA A40
114,520,521,8,100000,,5,CsplineN,8,-16,256-256-256,512,relu,0,,0,521,NVIDIA A40
115,520,521,8,100000,,5,CsplineN,12,-16,128-128-128,512,relu,0,,0,521,NVIDIA A40
116,520,521,8,100000,,5,CsplineN,12,-16,256-256-256,512,relu,0,,0,521,NVIDIA A40
117,520,521,8,100000,,10,CsplineN,8,-16,128-128-128,512,relu,0,,0,521,NVIDIA A40
118,520,521,8,100000,,10,CsplineN,8,-16,256-256-256,512,relu,0,,0,521,NVIDIA A40
119,520,521,8,100000,,10,CsplineN,12,-16,128-128-128,512,relu,0,,0,521,NVIDIA A40
120,520,521,8,100000,,10,CsplineN,12,-16,256-256-256,512,relu,0,,0,521,NVIDIA A40
121,541,542,8,100000,,5,CsplineN,8,-16,128-128-128,512,relu,0,,0,542,NVIDIA A40
122,541,542,8,100000,,5,CsplineN,8,-16,256-256-256,512,relu,0,,0,542,NVIDIA A40
123,541,542,8,100000,,5,CsplineN,12,-16,128-128-128,512,relu,0,,0,542,NVIDIA A40
