run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,kl_divergence,ks_test_mean,ks_test_median,ad_test_mean,ad_test_median,Wasserstein_median,Wasserstein_mean,frob_norm,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,32,100000,corr,2,MsplineN,relu,8,-16,0,None,-1,0.43962165843982326,0.44330376531189414,0.19978059122422287,0.2000588777618322,0.02347728507355524,0.02347728507355524,0.22499502627848378,128-128-128,512,1000,241,1593.8463816652074
2,187,32,100000,corr,2,MsplineN,relu,8,-16,0,None,-1,0.4348569999784343,0.4394470391131642,0.19967320407132372,0.19795036044713699,0.03609161967591703,0.03609161967591703,0.24545391906246541,128-128-128,512,1000,220,1441.8314167340286
3,377,32,100000,corr,2,MsplineN,relu,8,-16,0,None,-1,0.4626322840883231,0.4693476060943081,0.2070964736625513,0.2066436734291821,0.035031657577011294,0.035031657577011294,0.19990899097728154,128-128-128,512,1000,224,1491.8230757787824
4,440,32,100000,corr,2,MsplineN,relu,8,-16,0,None,-1,0.4400669489870959,0.4405674251127779,0.20173080505226748,0.2013917462109689,0.019055073943481285,0.019055073943481285,0.2475363072575805,128-128-128,512,1000,227,1578.8851605542004
5,520,32,100000,corr,2,MsplineN,relu,8,-16,0,None,nan,nan,nan,nan,nan,nan,nan,nan,128-128-128,512,1000,nan,nan
6,541,32,100000,corr,2,MsplineN,relu,8,-16,0,None,-1,0.4750349393414824,0.476043802231667,0.2158842252235215,0.21203955751946868,0.03407661033933369,0.03407661033933369,0.4310625460893599,128-128-128,512,1000,248,1804.0810174699873
7,721,32,100000,corr,2,MsplineN,relu,8,-16,0,None,-1,0.47501879486214127,0.48014486222850816,0.2103072515696202,0.21057134701076138,0.026891644676852358,0.026891644676852358,0.30035801847140986,128-128-128,512,1000,261,1968.8791993889026
8,869,32,100000,corr,2,MsplineN,relu,8,-16,0,None,-1,0.46261941874210244,0.46122099832349484,0.20969488667926595,0.2085754436797854,0.020095457192979747,0.020095457192979747,0.3019446689098789,128-128-128,512,1000,248,1841.8380507580005
9,926,32,100000,corr,2,MsplineN,relu,8,-16,0,None,-1,0.4665255768375786,0.4682832936166048,0.20756415657534338,0.2063680581036923,0.032083272152845704,0.032083272152845704,0.3643115118258383,128-128-128,512,1000,258,1821.416939765215
10,933,32,100000,corr,2,MsplineN,relu,8,-16,0,None,-1,0.48247930727254673,0.4844664296163458,0.2142226734644143,0.21412104775632781,0.018038700318266647,0.018038700318266647,0.16958311594221157,128-128-128,512,1000,234,1653.5019136629999
