run_n,run_seed,ndims,nsamples,correlation,nbijectors,bijector,activation,spline_knots,range_min,eps_regulariser,regulariser,kl_divergence,ks_test_mean,ks_test_median,ad_test_mean,ad_test_median,Wasserstein_median,Wasserstein_mean,frob_norm,hidden_layers,batch_size,epochs_input,epochs_output,time
1,0,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.3147834330919736,0.35410710278817736,0.18296743298887896,0.16720570515140806,0.053122712051380264,0.053122712051380264,0.4583769686028559,128-128-128,256,1000,161,1255.0647181193344
2,187,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.39935680968299153,0.4311047843765323,0.20436344971095188,0.18971243760944753,0.052121044691197355,0.052121044691197355,0.3702786278204365,128-128-128,256,1000,198,1372.5607041358016
3,377,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.41510708978201094,0.4432312479975826,0.20479548960684424,0.19446635527044842,0.03684850703539978,0.03684850703539978,0.2974474168740437,128-128-128,256,1000,225,1248.3275085152127
4,440,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.4206103158885545,0.45293602902611185,0.20906182042936466,0.2033743490730674,0.038850524316783375,0.038850524316783375,0.4734968008105396,128-128-128,256,1000,210,1063.1605284991674
5,520,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.2874543688283937,0.3248354727548801,0.16078017447254112,0.14700510235313893,0.07363466027820789,0.07363466027820789,0.6475147783253453,128-128-128,256,1000,197,1303.0339033240452
6,541,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.3334327596555041,0.34463721438488076,0.17790600435730047,0.16710678547742225,0.059988007429472565,0.059988007429472565,0.6854412894776494,128-128-128,256,1000,194,1273.4233881072141
7,721,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.3094956394992405,0.33033380265162915,0.1758411813568048,0.15884518273821602,0.07980217973714926,0.07980217973714926,0.7432729137673952,128-128-128,256,1000,180,993.6789231463335
8,869,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.3722802066790333,0.3919938892205843,0.195851958764088,0.182331911766667,0.033050382715706025,0.033050382715706025,0.33270332489172016,128-128-128,256,1000,210,1376.0627263220958
9,926,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.4509821844891551,0.4745769157540213,0.2127287504929872,0.20766739441712445,0.025395171626101845,0.025395171626101845,0.23953019987892793,128-128-128,256,1000,248,1656.129638471175
10,933,32,100000,corr,5,RealNVPN,relu,8,-5,0,None,-1,0.3178648619276816,0.33912939518860485,0.1731544416906019,0.15915502712674626,0.06643450917189626,0.06643450917189626,0.5866111967574864,128-128-128,256,1000,172,1219.6367316436954
