run_n,seed_train,seed_test,ndims,nsamples,correlation,nbijectors,bijector,spline_knots,range_min,hidden_layers,batch_size,activation,eps_regulariser,regulariser,dist_seed,test_seed,training_device
24,541,542,4,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,542,NVIDIA A40
25,721,722,4,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,722,NVIDIA A40
26,721,722,4,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,722,NVIDIA A40
27,721,722,4,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,722,NVIDIA A40
28,721,722,4,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,722,NVIDIA A40
29,869,870,4,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,870,NVIDIA A40
30,869,870,4,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,870,NVIDIA A40
31,869,870,4,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,870,NVIDIA A40
32,869,870,4,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,870,NVIDIA A40
33,926,927,4,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,927,NVIDIA A40
34,926,927,4,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,927,NVIDIA A40
35,926,927,4,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,927,NVIDIA A40
36,926,927,4,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,927,NVIDIA A40
37,933,934,4,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,934,NVIDIA A40
38,933,934,4,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,934,NVIDIA A40
39,933,934,4,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,934,NVIDIA A40
40,933,934,4,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,934,NVIDIA A40
41,0,1,8,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,1,NVIDIA A40
42,0,1,8,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,1,NVIDIA A40
43,0,1,8,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,1,NVIDIA A40
44,0,1,8,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,1,NVIDIA A40
45,187,188,8,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,188,NVIDIA A40
46,187,188,8,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,188,NVIDIA A40
47,187,188,8,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,188,NVIDIA A40
48,187,188,8,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,188,NVIDIA A40
49,377,378,8,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,378,NVIDIA A40
50,377,378,8,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,378,NVIDIA A40
51,377,378,8,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,378,NVIDIA A40
52,377,378,8,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,378,NVIDIA A40
53,440,441,8,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,441,NVIDIA A40
54,440,441,8,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,441,NVIDIA A40
55,440,441,8,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,441,NVIDIA A40
56,440,441,8,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,441,NVIDIA A40
57,520,521,8,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,521,NVIDIA A40
58,520,521,8,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,521,NVIDIA A40
59,520,521,8,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,521,NVIDIA A40
60,520,521,8,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,521,NVIDIA A40
61,541,542,8,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,542,NVIDIA A40
62,541,542,8,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,542,NVIDIA A40
63,541,542,8,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,542,NVIDIA A40
64,541,542,8,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,542,NVIDIA A40
65,721,722,8,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,722,NVIDIA A40
66,721,722,8,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,722,NVIDIA A40
67,721,722,8,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,722,NVIDIA A40
68,721,722,8,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,722,NVIDIA A40
69,869,870,8,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,870,NVIDIA A40
70,869,870,8,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,870,NVIDIA A40
71,869,870,8,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,870,NVIDIA A40
72,869,870,8,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,870,NVIDIA A40
73,926,927,8,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,927,NVIDIA A40
74,926,927,8,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,927,NVIDIA A40
75,926,927,8,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,927,NVIDIA A40
76,926,927,8,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,927,NVIDIA A40
77,933,934,8,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,934,NVIDIA A40
78,933,934,8,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,934,NVIDIA A40
79,933,934,8,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,934,NVIDIA A40
80,933,934,8,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,934,NVIDIA A40
81,0,1,16,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,1,NVIDIA A40
82,0,1,16,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,1,NVIDIA A40
83,0,1,16,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,1,NVIDIA A40
84,0,1,16,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,1,NVIDIA A40
85,187,188,16,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,188,NVIDIA A40
86,187,188,16,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,188,NVIDIA A40
87,187,188,16,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,188,NVIDIA A40
88,187,188,16,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,188,NVIDIA A40
89,377,378,16,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,378,NVIDIA A40
90,377,378,16,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,378,NVIDIA A40
91,377,378,16,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,378,NVIDIA A40
92,377,378,16,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,378,NVIDIA A40
93,440,441,16,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,441,NVIDIA A40
94,440,441,16,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,441,NVIDIA A40
95,440,441,16,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,441,NVIDIA A40
96,440,441,16,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,441,NVIDIA A40
97,520,521,16,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,521,NVIDIA A40
98,520,521,16,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,521,NVIDIA A40
99,520,521,16,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,521,NVIDIA A40
100,520,521,16,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,521,NVIDIA A40
101,541,542,16,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,542,NVIDIA A40
102,541,542,16,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,542,NVIDIA A40
103,541,542,16,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,542,NVIDIA A40
104,541,542,16,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,542,NVIDIA A40
105,721,722,16,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,722,NVIDIA A40
106,721,722,16,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,722,NVIDIA A40
107,721,722,16,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,722,NVIDIA A40
108,721,722,16,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,722,NVIDIA A40
109,869,870,16,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,870,NVIDIA A40
110,869,870,16,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,870,NVIDIA A40
111,869,870,16,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,870,NVIDIA A40
112,869,870,16,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,870,NVIDIA A40
113,926,927,16,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,927,NVIDIA A40
114,926,927,16,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,927,NVIDIA A40
115,926,927,16,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,927,NVIDIA A40
116,926,927,16,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,927,NVIDIA A40
117,933,934,16,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,934,NVIDIA A40
118,933,934,16,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,934,NVIDIA A40
119,933,934,16,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,934,NVIDIA A40
120,933,934,16,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,934,NVIDIA A40
121,0,1,32,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,1,NVIDIA A40
122,0,1,32,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,1,NVIDIA A40
123,0,1,32,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,1,NVIDIA A40
124,0,1,32,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,1,NVIDIA A40
125,187,188,32,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,188,NVIDIA A40
126,187,188,32,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,188,NVIDIA A40
127,187,188,32,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,188,NVIDIA A40
128,187,188,32,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,188,NVIDIA A40
129,377,378,32,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,378,NVIDIA A40
130,377,378,32,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,378,NVIDIA A40
131,377,378,32,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,378,NVIDIA A40
132,377,378,32,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,378,NVIDIA A40
133,440,441,32,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,441,NVIDIA A40
134,440,441,32,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,441,NVIDIA A40
135,440,441,32,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,441,NVIDIA A40
136,440,441,32,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,441,NVIDIA A40
137,520,521,32,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,521,NVIDIA A40
138,520,521,32,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,521,NVIDIA A40
139,520,521,32,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,521,NVIDIA A40
140,520,521,32,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,521,NVIDIA A40
141,541,542,32,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,542,NVIDIA A40
142,541,542,32,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,542,NVIDIA A40
143,541,542,32,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,542,NVIDIA A40
144,541,542,32,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,542,NVIDIA A40
145,721,722,32,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,722,NVIDIA A40
146,721,722,32,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,722,NVIDIA A40
147,721,722,32,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,722,NVIDIA A40
148,721,722,32,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,722,NVIDIA A40
149,869,870,32,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,870,NVIDIA A40
150,869,870,32,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,870,NVIDIA A40
151,869,870,32,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,870,NVIDIA A40
152,869,870,32,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,870,NVIDIA A40
153,926,927,32,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,927,NVIDIA A40
154,926,927,32,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,927,NVIDIA A40
155,926,927,32,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,927,NVIDIA A40
156,926,927,32,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,927,NVIDIA A40
157,933,934,32,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,934,NVIDIA A40
158,933,934,32,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,934,NVIDIA A40
159,933,934,32,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,934,NVIDIA A40
160,933,934,32,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,934,NVIDIA A40
161,0,1,64,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,1,NVIDIA A40
162,0,1,64,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,1,NVIDIA A40
163,0,1,64,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,1,NVIDIA A40
164,0,1,64,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,1,NVIDIA A40
165,187,188,64,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,188,NVIDIA A40
166,187,188,64,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,188,NVIDIA A40
167,187,188,64,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,188,NVIDIA A40
168,187,188,64,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,188,NVIDIA A40
169,377,378,64,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,378,NVIDIA A40
170,377,378,64,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,378,NVIDIA A40
171,377,378,64,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,378,NVIDIA A40
172,377,378,64,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,378,NVIDIA A40
173,440,441,64,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,441,NVIDIA A40
174,440,441,64,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,441,NVIDIA A40
175,440,441,64,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,441,NVIDIA A40
176,440,441,64,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,441,NVIDIA A40
177,520,521,64,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,521,NVIDIA A40
178,520,521,64,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,521,NVIDIA A40
179,520,521,64,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,521,NVIDIA A40
180,520,521,64,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,521,NVIDIA A40
181,541,542,64,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,542,NVIDIA A40
182,541,542,64,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,542,NVIDIA A40
183,541,542,64,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,542,NVIDIA A40
184,541,542,64,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,542,NVIDIA A40
185,721,722,64,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,722,NVIDIA A40
186,721,722,64,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,722,NVIDIA A40
187,721,722,64,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,722,NVIDIA A40
188,721,722,64,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,722,NVIDIA A40
189,869,870,64,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,870,NVIDIA A40
190,869,870,64,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,870,NVIDIA A40
191,869,870,64,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,870,NVIDIA A40
192,869,870,64,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,870,NVIDIA A40
193,926,927,64,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,927,NVIDIA A40
194,926,927,64,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,927,NVIDIA A40
195,926,927,64,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,927,NVIDIA A40
196,926,927,64,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,927,NVIDIA A40
197,933,934,64,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,934,NVIDIA A40
198,933,934,64,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,934,NVIDIA A40
199,933,934,64,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,934,NVIDIA A40
200,933,934,64,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,934,NVIDIA A40
201,0,1,100,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,1,NVIDIA A40
202,0,1,100,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,1,NVIDIA A40
203,0,1,100,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,1,NVIDIA A40
204,0,1,100,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,1,NVIDIA A40
205,187,188,100,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,188,NVIDIA A40
206,187,188,100,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,188,NVIDIA A40
207,187,188,100,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,188,NVIDIA A40
208,187,188,100,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,188,NVIDIA A40
209,377,378,100,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,378,NVIDIA A40
210,377,378,100,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,378,NVIDIA A40
211,377,378,100,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,378,NVIDIA A40
212,377,378,100,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,378,NVIDIA A40
213,440,441,100,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,441,NVIDIA A40
214,440,441,100,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,441,NVIDIA A40
215,440,441,100,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,441,NVIDIA A40
216,440,441,100,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,441,NVIDIA A40
217,520,521,100,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,521,NVIDIA A40
218,520,521,100,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,521,NVIDIA A40
219,520,521,100,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,521,NVIDIA A40
220,520,521,100,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,521,NVIDIA A40
221,541,542,100,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,542,NVIDIA A40
222,541,542,100,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,542,NVIDIA A40
223,541,542,100,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,542,NVIDIA A40
224,541,542,100,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,542,NVIDIA A40
225,721,722,100,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,722,NVIDIA A40
226,721,722,100,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,722,NVIDIA A40
227,721,722,100,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,722,NVIDIA A40
228,721,722,100,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,722,NVIDIA A40
229,869,870,100,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,870,NVIDIA A40
230,869,870,100,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,870,NVIDIA A40
231,869,870,100,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,870,NVIDIA A40
232,869,870,100,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,870,NVIDIA A40
233,926,927,100,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,927,NVIDIA A40
234,926,927,100,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,927,NVIDIA A40
235,926,927,100,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,927,NVIDIA A40
236,926,927,100,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,927,NVIDIA A40
237,933,934,100,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,934,NVIDIA A40
238,933,934,100,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,934,NVIDIA A40
239,933,934,100,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,934,NVIDIA A40
240,933,934,100,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,934,NVIDIA A40
241,0,1,200,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,1,NVIDIA A40
242,0,1,200,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,1,NVIDIA A40
243,0,1,200,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,1,NVIDIA A40
244,0,1,200,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,1,NVIDIA A40
245,187,188,200,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,188,NVIDIA A40
246,187,188,200,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,188,NVIDIA A40
247,187,188,200,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,188,NVIDIA A40
248,187,188,200,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,188,NVIDIA A40
249,377,378,200,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,378,NVIDIA A40
250,377,378,200,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,378,NVIDIA A40
251,377,378,200,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,378,NVIDIA A40
252,377,378,200,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,378,NVIDIA A40
253,440,441,200,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,441,NVIDIA A40
254,440,441,200,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,441,NVIDIA A40
255,440,441,200,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,441,NVIDIA A40
256,440,441,200,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,441,NVIDIA A40
257,520,521,200,100000,,5,RealNVPN,8,-5,128-128-128,256,relu,0,,0,521,NVIDIA A40
258,520,521,200,100000,,5,RealNVPN,8,-5,256-256-256,256,relu,0,,0,521,NVIDIA A40
259,520,521,200,100000,,10,RealNVPN,8,-5,128-128-128,256,relu,0,,0,521,NVIDIA A40
260,520,521,200,100000,,10,RealNVPN,8,-5,256-256-256,256,relu,0,,0,521,NVIDIA A40
